G9, Most Important Index: G15, Top 3 Important Indices: ['G15' 'G32' 'G20'], MSE: 6.01946967865e-05, Data Var: 4.60498894523e-05
G11, Most Important Index: G9, Top 3 Important Indices: ['G9' 'G32' 'G15'], MSE: 0.000126594294039, Data Var: 0.000102178388986
G12, Most Important Index: G4, Top 3 Important Indices: ['G4' 'G66' 'G28'], MSE: 0.00332039831099, Data Var: 0.00284416930471
G13, Most Important Index: G21, Top 3 Important Indices: ['G21' 'G80' 'G6'], MSE: 0.000250983442073, Data Var: 0.000235149381701
G14, Most Important Index: G9, Top 3 Important Indices: ['G9' 'G32' 'G11'], MSE: 0.000195874038199, Data Var: 0.000191183559841
G16, Most Important Index: G38, Top 3 Important Indices: ['G38' 'G88' 'G87'], MSE: 0.00102029305401, Data Var: 0.000949834879588
G17, Most Important Index: G4, Top 3 Important Indices: ['G4' 'G66' 'G12'], MSE: 0.0065104054219, Data Var: 0.00664188874149
G18, Most Important Index: G44, Top 3 Important Indices: ['G44' 'G55' 'G30'], MSE: 0.00306405190865, Data Var: 0.00269820913403
G19, Most Important Index: G39, Top 3 Important Indices: ['G39' 'G6' 'G13'], MSE: 0.000426170812885, Data Var: 0.000373638215065
G20, Most Important Index: G15, Top 3 Important Indices: ['G15' 'G32' 'G9'], MSE: 3.35100422218e-05, Data Var: 3.01075112594e-05
G21, Most Important Index: G6, Top 3 Important Indices: ['G6' 'G80' 'G13'], MSE: 0.000219726550922, Data Var: 0.000180469045723
G22, Most Important Index: G87, Top 3 Important Indices: ['G87' 'G50' 'G1'], MSE: 0.00136452892786, Data Var: 0.00116258910736
G24, Most Important Index: G23, Top 3 Important Indices: ['G23' 'G25' 'G29'], MSE: 0.00177290783844, Data Var: 0.0104970645808
G27, Most Important Index: G30, Top 3 Important Indices: ['G30' 'G8' 'G64'], MSE: 0.00994656494887, Data Var: 0.00916467210125
G28, Most Important Index: G4, Top 3 Important Indices: ['G4' 'G66' 'G12'], MSE: 0.00377746012035, Data Var: 0.00387724626664
G29, Most Important Index: G71, Top 3 Important Indices: ['G71' 'G25' 'G24'], MSE: 0.00123524182635, Data Var: 0.00552832664481
G30, Most Important Index: G95, Top 3 Important Indices: ['G95' 'G10' 'G94'], MSE: 0.00314930176809, Data Var: 0.00264966257605
G31, Most Important Index: G33, Top 3 Important Indices: ['G33' 'G86' 'G22'], MSE: 0.00377759296435, Data Var: 0.00413164101454
G32, Most Important Index: G9, Top 3 Important Indices: ['G9' 'G61' 'G11'], MSE: 0.000107496907932, Data Var: 0.000103880334189
G33, Most Important Index: G86, Top 3 Important Indices: ['G86' 'G58' 'G22'], MSE: 0.00175008997156, Data Var: 0.00180865374744
G34, Most Important Index: G38, Top 3 Important Indices: ['G38' 'G88' 'G16'], MSE: 0.00145966436175, Data Var: 0.00127860679699
G35, Most Important Index: G90, Top 3 Important Indices: ['G90' 'G51' 'G63'], MSE: 0.0208403970847, Data Var: 0.00416106292812
G39, Most Important Index: G6, Top 3 Important Indices: ['G6' 'G41' 'G19'], MSE: 0.000343917781725, Data Var: 0.000236484926471
G41, Most Important Index: G6, Top 3 Important Indices: ['G6' 'G39' 'G21'], MSE: 0.000446235999608, Data Var: 0.00041201570117
G47, Most Important Index: G51, Top 3 Important Indices: ['G51' 'G48' 'G85'], MSE: 0.00711731227494, Data Var: 0.00726370917698
G48, Most Important Index: G85, Top 3 Important Indices: ['G85' 'G51' 'G45'], MSE: 0.0037122753042, Data Var: 0.00456200753324
G49, Most Important Index: G94, Top 3 Important Indices: ['G94' 'G4' 'G8'], MSE: 0.00727010050031, Data Var: 0.00711395553432
G50, Most Important Index: G87, Top 3 Important Indices: ['G87' 'G25' 'G22'], MSE: 0.00126531006068, Data Var: 0.00121665165658
G51, Most Important Index: G45, Top 3 Important Indices: ['G45' 'G35' 'G5'], MSE: 0.00375581750493, Data Var: 0.00306305686642
G52, Most Important Index: G42, Top 3 Important Indices: ['G42' 'G90' 'G5'], MSE: 0.00447306342457, Data Var: 0.00395636974602
G53, Most Important Index: G94, Top 3 Important Indices: ['G94' 'G92' 'G8'], MSE: 0.0084927964206, Data Var: 0.00795392180879
G56, Most Important Index: G4, Top 3 Important Indices: ['G4' 'G62' 'G28'], MSE: 0.00742256046686, Data Var: 0.00589945752531
G58, Most Important Index: G2, Top 3 Important Indices: ['G2' 'G57' 'G97'], MSE: 0.00160396592377, Data Var: 0.00161737147437
G59, Most Important Index: G88, Top 3 Important Indices: ['G88' 'G38' 'G16'], MSE: 0.000983703064349, Data Var: 0.00152782986223
G60, Most Important Index: G2, Top 3 Important Indices: ['G2' 'G58' 'G97'], MSE: 0.00482742916515, Data Var: 0.00705968023683
G61, Most Important Index: G80, Top 3 Important Indices: ['G80' 'G13' 'G11'], MSE: 0.000773379850683, Data Var: 0.000360768898041
G68, Most Important Index: G8, Top 3 Important Indices: ['G8' 'G64' 'G94'], MSE: 0.00854600956601, Data Var: 0.00563136771343
G70, Most Important Index: G77, Top 3 Important Indices: ['G77' 'G72' 'G89'], MSE: 0.000204843650738, Data Var: 0.0112783051127
G71, Most Important Index: G29, Top 3 Important Indices: ['G29' 'G25' 'G23'], MSE: 0.000982161744295, Data Var: 0.00531182753715
G74, Most Important Index: G89, Top 3 Important Indices: ['G89' 'G77' 'G73'], MSE: 0.00113883687965, Data Var: 0.0115592393073
G76, Most Important Index: G37, Top 3 Important Indices: ['G37' 'G47' 'G36'], MSE: 0.00275646661798, Data Var: 0.0141825644753
G77, Most Important Index: G70, Top 3 Important Indices: ['G70' 'G72' 'G89'], MSE: 0.000304453330484, Data Var: 0.00711068263541
G78, Most Important Index: G38, Top 3 Important Indices: ['G38' 'G88' 'G16'], MSE: 0.0017117249639, Data Var: 0.00182378194636
G79, Most Important Index: G87, Top 3 Important Indices: ['G87' 'G50' 'G22'], MSE: 0.00401981135923, Data Var: 0.00398217666631
G80, Most Important Index: G32, Top 3 Important Indices: ['G32' 'G11' 'G14'], MSE: 0.000276670426497, Data Var: 0.00025403246829
G81, Most Important Index: G4, Top 3 Important Indices: ['G4' 'G8' 'G12'], MSE: 0.00786853233869, Data Var: 0.00754617859078
G84, Most Important Index: G50, Top 3 Important Indices: ['G50' 'G22' 'G87'], MSE: 0.00245630505888, Data Var: 0.00229194161807
G86, Most Important Index: G33, Top 3 Important Indices: ['G33' 'G50' 'G87'], MSE: 0.00150702119817, Data Var: 0.00158953307425
G88, Most Important Index: G19, Top 3 Important Indices: ['G19' 'G39' 'G6'], MSE: 0.000951095400822, Data Var: 0.000751322002274
G89, Most Important Index: G73, Top 3 Important Indices: ['G73' 'G72' 'G24'], MSE: 0.000237267738356, Data Var: 0.00963764631375
G94, Most Important Index: G8, Top 3 Important Indices: ['G8' 'G30' 'G95'], MSE: 0.00203767677077, Data Var: 0.00217778972077
G95, Most Important Index: G30, Top 3 Important Indices: ['G30' 'G8' 'G94'], MSE: 0.00446503627078, Data Var: 0.00380519774461
G97, Most Important Index: G2, Top 3 Important Indices: ['G2' 'G58' 'G54'], MSE: 0.00145939410374, Data Var: 0.00132057721389
Avg Mean Sq Error: 0.00376526773983, Test Data Variance: 0.00458654629857
Model parameters: {'loss': 'linear', 'base_estimator__min_samples_split': 2, 'base_estimator__max_depth': 7, 'learning_rate': 1.0, 'base_estimator': DecisionTreeRegressor(criterion='mse', max_depth=7, max_features=None,
           max_leaf_nodes=None, min_impurity_decrease=0.0,
           min_impurity_split=None, min_samples_leaf=1,
           min_samples_split=2, min_weight_fraction_leaf=0.0,
           presort=False, random_state=None, splitter='best'), 'base_estimator__criterion': 'mse', 'base_estimator__max_features': None, 'base_estimator__random_state': None, 'n_estimators': 500, 'base_estimator__min_weight_fraction_leaf': 0.0, 'random_state': None, 'base_estimator__splitter': 'best', 'base_estimator__min_impurity_decrease': 0.0, 'base_estimator__max_leaf_nodes': None, 'base_estimator__min_samples_leaf': 1, 'base_estimator__presort': False, 'base_estimator__min_impurity_split': None}
